施策名,配布部数,総費用（税抜）,印刷費（税抜）,配布費（税抜）,配布開始日,デザイン,デザインリンク,クーポン,合計注文件数,初回購入人数（配布開始から90日以内／配達完了のみ）,2回目購入人数,合計利用クーポン額,合計購入単価,初回購入人数（配布開始から90日以内／キャンセル含む）,グロス費用,CPA
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YCQD68,317,158,67,"300,200","605,100",161,"136,125",845
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XYHU78,44,26,10,"43,800","88,414",44,"45,375","1,031"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_EMPH98,62,42,11,"64,400","126,040",47,"49,500","1,053"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GLRJ59,124,67,28,"120,300","245,470",69,"74,250","1,076"
2024.1月大規模ポスティング①,"4,500","29,700","8,550","21,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MPCU58,55,33,12,"55,000","112,061",34,"37,125","1,092"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FCYK92,119,72,24,"118,800","253,374",83,"90,750","1,093"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_FWLY53,105,63,18,"105,000","213,641",65,"74,250","1,142"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ETRF97,42,28,7,"43,400","82,732",35,"41,250","1,179"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NPQZ95,104,63,17,"104,300","213,229",64,"78,375","1,225"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MPED72,97,47,19,"91,400","188,334",47,"57,750","1,229"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SBQW48,101,55,22,"98,200","210,591",57,"70,125","1,230"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JQAN98,106,60,21,"104,200","218,130",69,"86,625","1,255"
2024.1月大規模ポスティング①,"2,000","13,200","3,800","9,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NRYJ29,16,12,2,"17,200","40,851",13,"16,500","1,269"
2024.1月大規模ポスティング①,"3,500","23,100","6,650","16,450",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HJTK93,20,19,1,"23,500","45,906",22,"28,875","1,313"
2024.1月大規模ポスティング①,"7,500","49,500","14,250","35,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JDBR63,85,47,20,"83,000","179,211",47,"61,875","1,316"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ATCD96,171,94,32,"166,700","328,207",97,"127,875","1,318"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_THWV85,112,73,21,"114,900","226,516",80,"107,250","1,341"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SXHY67,74,48,11,"75,800","164,562",52,"70,125","1,349"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XVQH65,153,83,34,"148,100","306,213",86,"119,625","1,391"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NVAZ29,182,97,33,"175,900","372,634",100,"140,250","1,403"
2024.1月大規模ポスティング①,"6,500","42,900","12,350","30,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_QDUL67,43,30,6,"45,100","93,611",37,"53,625","1,449"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SLYT37,127,65,29,"121,371","255,146",71,"103,125","1,452"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YWHN57,190,96,40,"181,000","362,669",96,"140,250","1,461"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_NCKE42,45,37,5,"50,000","108,077",45,"66,000","1,467"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FHDZ48,61,36,13,"60,700","113,946",59,"86,625","1,468"
2024.1月大規模ポスティング①,"2,500","16,500","4,750","11,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_RJQU79,30,14,5,"28,000","64,276",14,"20,625","1,473"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_EVMX37,75,39,16,"72,000","161,113",39,"57,750","1,481"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LKQJ74,154,86,35,"150,300","300,488",86,"127,875","1,487"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SZXQ69,51,33,6,"52,200","112,574",33,"49,500","1,500"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MQXN54,96,57,18,"95,700","178,521",57,"86,625","1,520"
2024.1月大規模ポスティング①,"8,000","52,800","15,200","37,600",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TKWG92,77,42,14,"74,830","137,551",43,"66,000","1,535"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YQTL23,14,8,2,"13,800","25,120",8,"12,375","1,547"
2024.1月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MBNC65,13,12,1,"15,100","31,450",16,"24,750","1,547"
2024.1月大規模ポスティング①,"4,000","26,400","7,600","18,800",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_PHEU89,26,19,5,"27,700","52,685",21,"33,000","1,571"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HRZJ86,122,84,21,"127,400","259,973",86,"140,250","1,631"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_RHJM29,54,36,8,"55,360","103,334",43,"70,125","1,631"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_QJHF97,222,106,49,"207,700","435,394",110,"181,500","1,650"
2024.1月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_EMCK82,50,30,10,"50,000","107,242",35,"57,750","1,650"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WDXL42,67,50,10,"71,900","132,500",75,"123,750","1,650"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WDBJ35,67,42,11,"67,900","131,239",42,"70,125","1,670"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DQXK23,141,77,27,"136,500","280,889",79,"132,000","1,671"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_PWJQ56,93,42,21,"85,400","170,906",44,"74,250","1,688"
2024.1月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CDVF24,129,85,26,"132,800","257,544",98,"169,125","1,726"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_QZDH89,123,70,25,"121,100","238,732",72,"127,875","1,776"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DALJ92,129,73,26,"126,800","245,439",74,"132,000","1,784"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CDNA53,99,49,21,"93,800","198,982",53,"94,875","1,790"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_DLXG75,64,40,11,"64,800","124,949",53,"94,875","1,790"
2024.1月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TMQS75,74,43,16,"73,300","140,843",46,"82,500","1,793"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VTUJ62,148,78,23,"142,600","319,352",78,"140,250","1,798"
2024.1月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_EYTD56,66,38,10,"65,200","140,607",39,"70,125","1,798"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WNKH53,28,23,3,"31,100","69,769",25,"45,375","1,815"
2024.1月大規模ポスティング①,"2,000","13,200","3,800","9,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VAYM26,13,9,2,"13,600","27,830",9,"16,500","1,833"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_YCND42,42,29,6,"43,900","86,290",49,"90,750","1,852"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FGLY98,72,40,14,"70,400","130,527",40,"74,250","1,856"
2024.1月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UCAR24,113,71,20,"114,600","218,683",71,"132,000","1,859"
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UKAY32,107,70,19,"109,900","217,123",77,"144,375","1,875"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_VBHD29,71,42,14,"70,200","157,805",72,"136,125","1,891"
2024.1月大規模ポスティング①,"17,500","115,500","33,250","82,250",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_WLPC46,147,72,37,"138,900","297,179",75,"144,375","1,925"
2024.1月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_YXJC46,162,84,36,"154,700","337,165",85,"165,000","1,941"
2024.1月大規模ポスティング①,"14,500","95,700","27,550","68,150",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_VXYT78,103,54,23,"99,100","218,330",61,"119,625","1,961"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SFDP97,98,56,20,"96,600","185,733",63,"123,750","1,964"
2024.1月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_JDCE47,70,43,13,"70,500","152,637",48,"94,875","1,977"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PMNW82,148,87,28,"145,700","305,126",91,"181,500","1,995"
2024.1月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_BWMJ75,67,44,13,"68,900","128,686",45,"90,750","2,017"
2024.1月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_SABG34,88,49,16,"86,100","159,033",51,"103,125","2,022"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_KAWS96,164,77,37,"153,300","334,373",77,"156,750","2,036"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KVAP69,140,73,30,"134,500","275,391",77,"156,750","2,036"
2024.1月大規模ポスティング①,"1,500","9,900","2,850","7,050",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_DYFE38,9,6,2,"9,300","20,860",6,"12,375","2,063"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NBGU67,69,38,15,"67,300","139,780",38,"78,375","2,063"
2024.1月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_PWDL47,116,71,21,"116,000","235,785",72,"148,500","2,063"
2024.1月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_NEPQ85,187,86,38,"173,900","363,975",88,"181,500","2,063"
2024.1月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_LAXH79,68,38,14,"66,600","128,700",40,"82,500","2,063"
2024.1月大規模ポスティング①,"5,500","36,300","10,450","25,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GZPV37,23,20,1,"26,100","42,400",22,"45,375","2,063"
2024.1月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_ZEHV58,76,51,9,"78,700","161,462",54,"111,375","2,063"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_TKAN85,36,18,8,"34,200","77,788",20,"41,250","2,063"
2024.1月大規模ポスティング①,"19,500","128,700","37,050","91,650",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_FSCK69,138,74,27,"132,900","257,188",74,"160,875","2,174"
2024.1月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XSZA47,123,71,24,"121,600","263,700",72,"156,750","2,177"
2024.1月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_LDXK97,120,67,25,"117,500","230,192",68,"148,500","2,184"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(大入袋),https://drive.google.com/drive/folders/1dS9O2h_B1da1esF1ZUFWatxd_JKovGG6,ANRU_SNUV39,82,55,15,"84,900","176,831",58,"127,875","2,205"
2024.1月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_KHDZ95,57,36,11,"57,900","105,880",39,"86,625","2,221"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XUPY46,49,37,7,"52,800","108,709",48,"107,250","2,234"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_UNGZ28,51,32,11,"51,700","121,900",35,"78,375","2,239"
2024.1月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_XNFM84,51,30,9,"50,700","89,414",35,"78,375","2,239"
2024.1月大規模ポスティング①,"33,000","217,800","62,700","155,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_UQRY32,213,119,46,"208,600","440,593",121,"272,250","2,250"
2024.1月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CMAL53,129,66,27,"123,300","267,019",66,"148,500","2,250"
2024.1月大規模ポスティング①,"6,000","39,600","11,400","28,200",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_HZRC95,41,22,9,"39,700","88,184",22,"49,500","2,250"
2024.1月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_GZJE67,72,40,14,"69,700","152,460",44,"99,000","2,250"
2024.1月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_CEBJ74,36,17,8,"33,700","71,070",18,"41,250","2,292"
2024.1月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_VQCR37,112,60,24,"108,400","218,577",61,"140,250","2,299"
2024.1月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CXTL34,87,58,17,"89,900","181,484",59,"136,125","2,307"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_XGAV45,66,42,11,"66,700","121,997",50,"115,500","2,310"
2024.1月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HPRL39,65,30,13,"60,500","108,948",32,"74,250","2,320"
2024.1月大規模ポスティング①,"28,500","188,100","54,150","133,950",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_MNSG59,190,101,36,"183,500","382,755",101,"235,125","2,328"
2024.1月大規模ポスティング①,"37,000","244,200","70,300","173,900",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_BPDJ78,290,131,61,"268,500","581,181",131,"305,250","2,330"
2024.1月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_AXNT67,107,53,22,"101,400","224,135",53,"123,750","2,335"
2024.1月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_RYSE79,106,67,18,"107,000","222,022",70,"165,000","2,357"
2024.1月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_GDUX37,76,48,13,"77,200","160,034",49,"115,500","2,357"
2024.1月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_MFZB56,69,47,11,"71,800","139,277",70,"165,000","2,357"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_HFNQ62,82,43,17,"78,900","163,839",45,"107,250","2,383"
2024.1月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_CMPK24,70,41,13,"69,500","141,110",45,"107,250","2,383"
2024.1月大規模ポスティング①,"21,000","138,600","39,900","98,700",2024/1/1,金券(お年玉),https://drive.google.com/drive/folders/1LKat3BTC34SANXC0CJrN63dGvqJR0PVt,ANRU_SDVJ23,121,67,26,"118,200","244,061",72,"173,250","2,406"
2024.1月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/1/1,金券(二千四百円札L),https://drive.google.com/drive/folders/1UlKoe8DZlSdcAY0C3OXX1XXCWnLuVQML,ANRU_WCHJ62,83,51,14,"83,600","181,477",53,"127,875","2,413"
