施策名,配布部数,総費用（税抜）,印刷費（税抜）,配布費（税抜）,配布開始日,デザイン,デザインリンク,クーポン,合計注文件数,初回購入人数（配布開始から90日以内／配達完了のみ）,2回目購入人数,合計利用クーポン額,合計購入単価,初回購入人数（配布開始から90日以内／キャンセル含む）,グロス費用,CPA
2024.8月大規模ポスティング②,"2,500","16,500","4,750","11,750",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_MBSU85,3,1,1,"2,600","7,810",1,"20,625","20,625"
2024.8月大規模ポスティング②,"10,000","66,000","19,000","47,000",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_TEXU89,8,4,2,"7,600","15,720",4,"82,500","20,625"
2024.8月大規模ポスティング②,"13,500","89,100","25,650","63,450",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_EKFZ37,15,5,3,"13,000","27,840",5,"111,375","22,275"
2024.8月大規模ポスティング②,"11,000","72,600","20,900","51,700",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_NAFW45,8,4,2,"7,600","25,517",4,"90,750","22,688"
2024.8月大規模ポスティング②,"12,500","82,500","23,750","58,750",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_KXWM43,8,4,2,"7,600","15,270",4,"103,125","25,781"
2024.8月大規模ポスティング②,"10,000","66,000","19,000","47,000",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_XLCG83,13,3,3,"10,600","26,306",3,"82,500","27,500"
2024.8月大規模ポスティング②,"7,000","46,200","13,300","32,900",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_FZYM23,2,2,0,"2,400","4,840",2,"57,750","28,875"
2024.8月大規模ポスティング②,"3,500","23,100","6,650","16,450",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_BVUY62,1,1,0,"1,200","1,670",1,"28,875","28,875"
2024.8月大規模ポスティング②,"24,000","158,400","45,600","112,800",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_UWSH75,18,6,3,"15,600","36,030",6,"198,000","33,000"
2024.8月大規模ポスティング②,"4,000","26,400","7,600","18,800",2024/8/15,金券（川島さん大喜利風）,https://drive.google.com/drive/folders/1gDnCwxYzk6DgqWq2DTFq9_eV-T-O8ryg,VUTP_ABPJ73,1,1,0,"1,200","2,770",1,"33,000","33,000"
2024.8月大規模ポスティング②,"9,000","59,400","17,100","42,300",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_HFPW96,4,2,1,"3,800","7,180",2,"74,250","37,125"
2024.8月大規模ポスティング②,"10,500","69,300","19,950","49,350",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_BPYZ74,2,2,0,"2,400","4,560",2,"86,625","43,313"
2024.8月大規模ポスティング②,"24,000","228,000","115,200","112,800",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_KEUZ32,11,6,2,"10,700","22,830",6,"285,000","47,500"
2024.8月大規模ポスティング②,"6,000","39,600","11,400","28,200",2024/8/15,金券（川島さん大喜利風）,https://drive.google.com/drive/folders/1gDnCwxYzk6DgqWq2DTFq9_eV-T-O8ryg,VUTP_NJTF75,3,1,1,"2,600","5,390",1,"49,500","49,500"
2024.8月大規模ポスティング②,"45,000","297,000","85,500","211,500",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_WAJZ74,21,6,3,"17,700","35,020",6,"371,250","61,875"
2024.8月大規模ポスティング②,"8,000","52,800","15,200","37,600",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_BKSH89,1,1,0,"1,200","1,540",1,"66,000","66,000"
2024.8月大規模ポスティング②,"31,500","299,250","151,200","148,050",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_JVEB62,5,5,0,"6,000","13,057",5,"374,063","74,813"
2024.8月大規模ポスティング②,"27,500","261,250","132,000","129,250",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_HNWM36,12,4,1,"10,400","24,404",4,"326,563","81,641"
2024.8月大規模ポスティング②,"7,000","66,500","33,600","32,900",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_XFJY49,2,1,1,"1,900","3,476",1,"83,125","83,125"
2024.8月大規模ポスティング②,"34,500","327,750","165,600","162,150",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_FUTN72,14,4,4,"11,800","28,454",4,"409,688","102,422"
2024.8月大規模ポスティング②,"20,500","194,750","98,400","96,350",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_MWXV28,8,2,2,"6,600","13,220",2,"243,438","121,719"
2024.8月大規模ポスティング②,"17,500","115,500","33,250","82,250",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_BKYD64,1,1,0,"1,200","1,980",1,"144,375","144,375"
2024.8月大規模ポスティング②,"31,000","294,500","148,800","145,700",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_MJQK93,2,2,0,"2,400","4,150",2,"368,125","184,063"
2024.8月大規模ポスティング②,"20,500","194,750","98,400","96,350",2024/8/15,【B5】（絵日記風）,https://drive.google.com/drive/folders/1kDF5iwZRmt77lp8On1_A80jRKiJUSnY5,VUTP_ACNU58,,,,,,,"243,438",
2024.8月大規模ポスティング②,500,"3,300",950,"2,350",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_CVJK82,,,,,,,"4,125",
2024.8月大規模ポスティング②,"3,000","19,800","5,700","14,100",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_XSDH65,,,,,,,"24,750",
2024.8月大規模ポスティング②,"17,000","112,200","32,300","79,900",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_FVAK98,,,,,,,"140,250",
2024.8月大規模ポスティング②,"6,000","39,600","11,400","28,200",2024/8/15,金券(6千8百円札L),https://drive.google.com/drive/folders/18eld5vNv7Went031rAWiMA0Qdm-XihP2,VUTP_FLVW23,,,,,,,"49,500",
2024.8月大規模ポスティング②,"19,500","128,700","37,050","91,650",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_QDKS59,,,,,,,"160,875",
2024.8月大規模ポスティング②,"5,500","36,300","10,450","25,850",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_XZMB63,,,,,,,"45,375",
2024.8月大規模ポスティング②,"3,000","19,800","5,700","14,100",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_AHPQ28,,,,,,,"24,750",
2024.8月大規模ポスティング②,"3,500","23,100","6,650","16,450",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_MLDA27,,,,,,,"28,875",
2024.8月大規模ポスティング②,"1,500","9,900","2,850","7,050",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_PHAR84,,,,,,,"12,375",
2024.8月大規模ポスティング②,"1,500","9,900","2,850","7,050",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_QJRG98,,,,,,,"12,375",
2024.8月大規模ポスティング②,"1,500","9,900","2,850","7,050",2024/8/15,金券(ドル札風L_6千8百円),https://drive.google.com/drive/folders/1y2apXKFE3Y_lxHQiZ_Jz-4DBn6oFCauZ,VUTP_SWYP78,,,,,,,"12,375",
2024.8月大規模ポスティング②,"33,000","217,800","62,700","155,100",2024/8/15,金券（川島さん大喜利風）,https://drive.google.com/drive/folders/1gDnCwxYzk6DgqWq2DTFq9_eV-T-O8ryg,VUTP_GWRB93,,,,,,,"272,250",
2024.9月大規模ポスティング①,"4,000","26,400","7,600","18,800",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_YJDE69,46,15,7,"39,700","80,252",17,"33,000","1,941"
2024.9月大規模ポスティング①,"19,000","125,400","36,100","89,300",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_RQKS92,236,73,44,"201,700","523,247",74,"156,750","2,118"
2024.9月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_RUSY25,65,31,10,"60,300","121,719",31,"74,250","2,395"
2024.9月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_NKSP74,136,53,28,"121,700","270,606",55,"136,125","2,475"
2024.9月大規模ポスティング①,"23,000","151,800","43,700","108,100",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_CXMQ48,168,70,26,"152,600","349,192",71,"189,750","2,673"
2024.9月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_TXFJ49,26,9,4,"22,700","55,182",9,"24,750","2,750"
2024.9月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_VFZY45,67,27,11,"60,400","134,060",29,"82,500","2,845"
2024.9月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_HPYN28,72,26,13,"62,700","142,243",26,"74,250","2,856"
2024.9月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_LUPQ42,44,25,5,"43,300","94,398",25,"74,250","2,970"
2024.9月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_RWKD47,36,19,4,"34,700","77,037",19,"57,750","3,039"
2024.9月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_GTHK54,42,19,9,"38,900","83,559",22,"70,125","3,188"
2024.9月大規模ポスティング①,"7,000","46,200","13,300","32,900",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_MBPN92,37,18,7,"34,900","73,948",18,"57,750","3,208"
2024.9月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_MSUL92,55,24,9,"50,500","110,165",24,"78,375","3,266"
2024.9月大規模ポスティング①,"2,000","13,200","3,800","9,400",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_LHYT67,18,5,3,"15,100","33,796",5,"16,500","3,300"
2024.9月大規模ポスティング①,"10,500","69,300","19,950","49,350",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_ECMH83,62,26,10,"56,400","106,101",26,"86,625","3,332"
2024.9月大規模ポスティング①,"13,500","89,100","25,650","63,450",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_NSEU35,79,33,14,"71,800","153,546",33,"111,375","3,375"
2024.9月大規模ポスティング①,"2,500","16,500","4,750","11,750",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_DEBQ56,17,6,3,"14,900","33,935",6,"20,625","3,438"
2024.9月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_LGBA98,123,45,24,"108,600","263,133",45,"165,000","3,667"
2024.9月大規模ポスティング①,"26,500","174,900","50,350","124,550",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_UJEM65,139,59,31,"126,800","277,807",59,"218,625","3,706"
2024.9月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_ZABP68,21,9,3,"19,200","38,748",11,"41,250","3,750"
2024.9月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_DPSR37,86,44,18,"82,200","185,053",45,"169,125","3,758"
2024.9月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_RVCF94,79,31,16,"70,100","155,890",32,"123,750","3,867"
2024.9月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_WXLQ75,71,34,13,"66,700","151,657",34,"132,000","3,882"
2024.9月大規模ポスティング①,"17,000","112,200","32,300","79,900",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_RJVY83,135,35,25,"112,000","262,919",36,"140,250","3,896"
2024.9月大規模ポスティング①,"9,000","59,400","17,100","42,300",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_EMPF56,52,19,11,"45,200","105,511",19,"74,250","3,908"
2024.9月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_HKMD92,42,19,6,"38,900","86,630",21,"82,500","3,929"
2024.9月大規模ポスティング①,"11,500","75,900","21,850","54,050",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_DSKX28,68,24,12,"59,600","144,057",24,"94,875","3,953"
2024.9月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_FMYH32,54,31,12,"53,300","109,072",31,"123,750","3,992"
2024.9月大規模ポスティング①,"27,500","181,500","52,250","129,250",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_SHMU69,144,56,25,"128,300","298,134",56,"226,875","4,051"
2024.9月大規模ポスティング①,"3,000","19,800","5,700","14,100",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_CWRL56,8,6,1,"8,600","19,560",6,"24,750","4,125"
2024.9月大規模ポスティング①,500,"3,300",950,"2,350",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_XKJH27,3,1,1,"2,600","5,340",1,"4,125","4,125"
2024.9月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_ZBFJ29,74,33,17,"68,300","165,417",33,"136,125","4,125"
2024.9月大規模ポスティング①,"16,500","108,900","31,350","77,550",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_JDGA92,72,33,14,"66,900","147,655",33,"136,125","4,125"
2024.9月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_XABF24,58,24,15,"52,600","117,503",24,"99,000","4,125"
2024.9月大規模ポスティング①,"1,000","6,600","1,900","4,700",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_NLGR32,2,2,0,"2,400","3,520",2,"8,250","4,125"
2024.9月大規模ポスティング①,"34,500","227,700","65,550","162,150",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_CDHQ95,155,67,27,"140,907","321,049",68,"284,625","4,186"
2024.9月大規模ポスティング①,"31,000","204,600","58,900","145,700",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_QXCT69,158,61,27,"141,100","304,663",61,"255,750","4,193"
2024.9月大規模ポスティング①,"23,000","151,800","43,700","108,100",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_WDYB35,95,45,18,"89,000","203,340",45,"189,750","4,217"
2024.9月大規模ポスティング①,"13,000","85,800","24,700","61,100",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_LNYD94,61,24,9,"54,700","126,066",25,"107,250","4,290"
2024.9月大規模ポスティング①,"32,000","211,200","60,800","150,400",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_YQBJ57,151,59,30,"134,699","311,226",61,"264,000","4,328"
2024.9月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_AWRZ69,85,29,16,"74,000","160,872",29,"127,875","4,409"
2024.9月大規模ポスティング①,"22,500","148,500","42,750","105,750",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_HVJN74,89,41,15,"82,800","177,367",42,"185,625","4,420"
2024.9月大規模ポスティング①,"14,000","92,400","26,600","65,800",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_XDKL74,62,26,13,"55,700","122,096",26,"115,500","4,442"
2024.9月大規模ポスティング①,"12,500","82,500","23,750","58,750",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_GMUT46,54,22,10,"48,800","106,158",23,"103,125","4,484"
2024.9月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_FRCZ79,55,20,13,"48,500","115,878",20,"90,750","4,538"
2024.9月大規模ポスティング①,"15,500","102,300","29,450","72,850",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_ZRDW79,75,26,14,"65,500","135,804",28,"127,875","4,567"
2024.9月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_VTAJ67,89,37,22,"80,792","167,441",37,"169,125","4,571"
2024.9月大規模ポスティング①,"10,000","66,000","19,000","47,000",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_XVPE78,45,16,7,"39,500","83,455",18,"82,500","4,583"
2024.9月大規模ポスティング①,"9,500","62,700","18,050","44,650",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_JHKF83,51,17,9,"44,200","94,838",17,"78,375","4,610"
2024.9月大規模ポスティング①,"7,000","66,500","33,600","32,900",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_MJUR23,28,17,6,"28,100","58,460",18,"83,125","4,618"
2024.9月大規模ポスティング①,"18,500","122,100","35,150","86,950",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_BSUJ38,73,32,15,"67,100","150,530",33,"152,625","4,625"
2024.9月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_EGJP56,65,31,11,"61,000","131,314",32,"148,500","4,641"
2024.9月大規模ポスティング①,"18,000","118,800","34,200","84,600",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_VTLU72,76,30,12,"68,200","150,947",32,"148,500","4,641"
2024.9月大規模ポスティング①,"8,500","56,100","16,150","39,950",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_RNYT86,39,15,7,"34,800","82,419",15,"70,125","4,675"
2024.9月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_SLNA92,58,28,11,"54,600","115,936",28,"132,000","4,714"
2024.9月大規模ポスティング①,"15,000","99,000","28,500","70,500",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_AMRP73,74,26,12,"64,800","146,771",26,"123,750","4,760"
2024.9月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_SYCV29,92,38,20,"83,400","191,547",38,"181,500","4,776"
2024.9月大規模ポスティング①,"20,000","132,000","38,000","94,000",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_LFUY46,103,34,19,"89,100","215,175",34,"165,000","4,853"
2024.9月大規模ポスティング①,"26,500","174,900","50,350","124,550",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_MKLH35,118,45,19,"105,100","224,326",45,"218,625","4,858"
2024.9月大規模ポスティング①,"22,000","145,200","41,800","103,400",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_MCYD48,109,37,19,"94,300","221,754",37,"181,500","4,905"
2024.9月大規模ポスティング①,"12,000","79,200","22,800","56,400",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_ERCB52,38,19,9,"36,100","80,148",20,"99,000","4,950"
2024.9月大規模ポスティング①,"11,000","72,600","20,900","51,700",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_JGHZ98,24,18,3,"25,800","55,118",18,"90,750","5,042"
2024.9月大規模ポスティング①,"21,500","141,900","40,850","101,050",2024/9/1,金券(新札風L_6800円),https://drive.google.com/drive/folders/1FCcwiG31_wdEGnWCBiWQhJpOMU21l-_D,HNXL_HAMG38,78,34,14,"71,600","155,844",35,"177,375","5,068"
2024.9月大規模ポスティング①,"16,000","105,600","30,400","75,200",2024/9/1,W120mm×H72mm（Suica風）,https://drive.google.com/drive/folders/1Sz4ytIj94dR99EczGm2Sf6Zmv4zE9tk3,HNXL_PBNQ92,53,23,6,"48,600","112,256",26,"132,000","5,077"
2024.9月大規模ポスティング①,"20,500","135,300","38,950","96,350",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_LQKR72,94,33,17,"82,300","184,471",33,"169,125","5,125"
2024.9月大規模ポスティング①,"5,000","33,000","9,500","23,500",2024/9/1,金券(ドル札風L_6800円),https://drive.google.com/drive/folders/1r_L-kCp_I0aZVdlt6Meq18b84rtovsSc,HNXL_BLJP29,17,8,2,"15,900","33,890",8,"41,250","5,156"
